profile,metric,left,right,delta,ci_low,ci_high,family_holm_p
MEDIUM,terminal_adjusted_reward,18.57180239928975,-35.93823979196316,54.510042191252914,48.33768530678678,61.20326936567724,0.017578125
MEDIUM,success_rate,0.9808,0.951,0.02980000000000005,0.017299999999999982,0.04279999999999995,0.017578125
MEDIUM,successful_throughput_tasks_per_hour,54.84652941518937,52.66386894840287,2.1826604667865013,1.486998111535123,2.9144467655967263,0.017578125
DENSE,terminal_adjusted_reward,-14.080768306960726,-129.5919544529921,115.51118614603138,108.27715829080147,122.89827958285088,0.017578125
DENSE,success_rate,0.9691,0.8445,0.12459999999999993,0.10765000000000002,0.14185000000000003,0.017578125
DENSE,successful_throughput_tasks_per_hour,118.73118289276613,93.64891793124063,25.082264961525496,22.727971637493116,27.434086814070085,0.017578125
BURST,terminal_adjusted_reward,-78.63417549279262,-232.20524133211265,153.57106583932003,147.17097931610616,160.13325400119984,0.017578125
BURST,success_rate,0.9679,0.823,0.14490000000000003,0.12930000000000008,0.15980125000000003,0.017578125
BURST,successful_throughput_tasks_per_hour,138.9614786905186,103.10073544629148,35.86074324422711,32.93482419631642,38.90799124074077,0.017578125
