method,training_profile,training_seed,test_seed,task_stream_fingerprint,source_json,task_count,queue_auc_total_task_s,peak_queue_episode,peak_active_episode,queue_recovery_time_s,outstanding_recovery_time_s,normal_queue_auc_task_s,normal_peak_queue,normal_peak_active,normal_duration_s,dense_queue_auc_task_s,dense_peak_queue,dense_peak_active,dense_duration_s,burst_queue_auc_task_s,burst_peak_queue,burst_peak_active,burst_duration_s,recovery_queue_auc_task_s,recovery_peak_queue,recovery_peak_active,recovery_duration_s
PPO,MEDIUM,4,56000092,b3c99c3716cd9968ba1b5eedd5018839a65cfbbeaa4bddc6824988c6283bebcb,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,19346.421318984598,23,3,959.2026010839677,976.582518501802,0.0,0,1,1667.2671018926785,943.2761498708123,7,2,371.5829108110879,2550.271298408442,23,3,128.62649094319795,15852.873870705342,22,3,1759.1768089312654
PPO,MEDIUM,4,56000093,a8736fd90e1e277c9517ad6beffa32dff47c14c451def9ea8844fd52c26ebd53,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,11302.189385009153,23,4,570.2879133499359,577.3508973228941,0.0,1,1,1766.565821938366,1078.99601550108,5,3,379.33400960336235,2380.9994359583206,23,2,127.31358267143378,7842.193933549753,21,4,1805.638523849274
PPO,MEDIUM,4,56000094,129a4d5af3584149537d090d20606f0b3328c2a6cef1951ea66443afebb5299c,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,15234.330812470409,24,4,702.3483255643191,709.4113095372772,0.9146661305989028,1,1,1725.558171782263,1359.254231549485,7,3,382.84423886497825,2684.150844019754,24,3,126.8893717931146,11190.011070770572,23,4,1754.9231426333658
PPO,MEDIUM,4,56000095,74aba6f6f498dcfaaadd3bac67cb76fc326580601fbce1ccd1d789ecde15a1c3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,10566.397389902984,21,4,592.2670796272087,612.1994836323142,0.0,0,2,1726.8651760444698,1106.6761595527475,7,3,370.46229819788937,2231.2600935819005,21,3,127.93156335476078,7228.461136768336,20,4,1667.0917978196821
PPO,MEDIUM,4,56000096,25de46d7d9ab3bd847bbe7cfdf0a02e3e1230d3b97d85e054090c677f4f879ee,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,16552.943496699685,22,4,791.0818259098542,798.1448098828123,0.0,0,1,1707.7351630526348,938.8179361340124,6,2,393.67680193241836,2435.7259745990623,22,4,130.24434614277607,13178.39958596661,21,4,1796.0589203206632
PPO,MEDIUM,4,56000097,87a051a39e90fc0a91b69503161b729e1f1ea1e7c6717665a6029bbbce0d1244,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,12115.24065102066,22,3,804.5842708496784,824.516674854784,3.6067286995864833,1,1,1722.8006538074776,793.3413564611624,6,3,381.57606233973297,2427.2732173064633,22,3,129.3555676182359,8891.019348553447,21,3,1768.0793477912698
PPO,MEDIUM,4,56000098,7d05b751393e11996d1d04b53a47762e6830ae22c4356c4f2f25c9f2a688e7ae,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,19028.160863648634,27,3,702.5045357555146,715.6753677875777,0.0,1,2,1733.0573223556464,2024.8464565408112,10,2,401.1819604124955,3114.3368494706506,27,2,128.76294513413768,13888.977557637172,26,3,1768.9587452251153
PPO,MEDIUM,4,56000099,37d72747ecf05764b5030e9570b5b954d8d642aa5936d79d9da771598e3af56a,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_04.json,80,14993.305131723895,25,3,821.1632672323876,838.543184650222,2.6625534566808255,1,1,1714.392109719827,930.4631014089309,6,3,373.0693047098241,2710.338446111857,25,2,123.77316037299715,11349.841030746426,25,3,1727.9128231532054
PPO,MEDIUM,5,56000000,fc9ab9d8937299010090cd6f991a8338e724453aba100c299c38f12f3fb29cf6,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13441.014903103733,22,3,708.6690656316468,726.0489830494812,0.0,0,2,1755.3061341108462,1018.65422479123,5,3,394.5699804599401,2365.2518306906118,22,3,128.0272588633402,10057.10884762189,21,3,1729.2825415447232
PPO,MEDIUM,5,56000001,15670d4ef40dd4a64c46cc4f078b220fe9b5cb49906ad8a04cc10121137f761d,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13592.068851315998,24,3,706.3492482580209,723.7291656758553,0.0,0,2,1719.9710624224285,962.3570249271411,5,3,354.7823907524257,2466.798199668254,24,3,127.78717802388246,10162.913626720603,21,3,1710.2523886473396
PPO,MEDIUM,5,56000002,b1a9e4955278bb47f5ecee3194d23f47b4af58290bdcc8e7f38df13a27adb187,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,14901.76382051088,25,4,781.992377818653,799.3722952364874,0.5311402019065952,1,1,1759.105110553698,1307.3861045061083,6,3,397.70456833552134,2724.483618716619,25,2,127.74493648027328,10869.362957086247,24,4,1769.812509244383
PPO,MEDIUM,5,56000003,d284c08e5442e6dc3d92d12e788d3ee6bfb5cc1c333afa778f9875e88457485f,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,15516.742600320296,26,4,677.5645300416527,702.691938960766,0.0,0,1,1746.1216913949695,1422.6084526351399,7,2,387.1021477672241,2793.6424417400285,26,2,127.97519308373103,11300.491705945127,25,4,1734.9835133979127
PPO,MEDIUM,5,56000004,43f4fb5cdb9b6d8523ac32f22105f510c96302bad6dd11e915499dbeed5b3629,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11537.928705759266,22,4,647.4934596443727,667.4258636494783,0.0,0,1,1665.2591602560096,857.9543499925182,5,3,369.9897646248155,2354.15848001643,22,3,125.61074996541356,8325.815875750319,21,4,1780.0878040061107
PPO,MEDIUM,5,56000005,d49ab3d7a28131b2ebe3af57f64a2a31d443e2df79c85c2aacc76deb6f94f2dd,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13143.29566516603,19,4,817.2583279463938,830.4291599784569,0.0,0,1,1720.9002191906343,1284.5339432478015,7,3,370.32661994325645,2127.358915477048,19,3,131.41940994788274,9731.40280644118,19,4,1734.1430097906168
PPO,MEDIUM,5,56000006,d3182ede31bafbd9227f086c2de27d748a0190e1eb40af6f6421184c901cc1ab,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,17877.358892268105,27,4,697.8692994469284,709.2353386761029,4.460809654829404,1,1,1730.1321125418701,1345.4267098820317,9,3,384.3369918976384,2956.9594785651125,27,3,128.0810229988715,13570.511894166131,26,4,1707.4299688445576
PPO,MEDIUM,5,56000007,ce100faef1f8c98f8434ae32d7b318e5a3e530ab72650f029ce1784c12c215ca,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,16241.589473816683,26,4,874.475896897538,894.4083009026435,0.0,1,1,1705.778403038418,1884.0178960333938,8,3,385.71967670653,2847.6431805678003,26,3,130.38035068241516,11509.928397215488,24,4,1757.5327634256064
PPO,MEDIUM,5,56000008,61f2a71d6988c09a630aec79ce1fea629b62a20d0a8c5a9098ae344cf69bf0a3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11681.501505578473,19,4,798.2115426085734,815.5914600264077,1.0542451792622387,1,1,1709.9552639760652,830.119723759916,4,3,390.21672867630673,2015.8645685923475,19,4,130.06982712755052,8834.462968046948,17,3,1679.394149763477
PPO,MEDIUM,5,56000009,cb15f10e436889ba6747bef32762877f9420ddedb6ef28d78072a4e26a7ae4cb,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13320.138278821843,21,4,697.0859995202045,704.1489834931626,2.1568576166143885,1,1,1722.369583182187,985.8852216985476,7,3,381.48738751045767,2224.656319561978,21,4,123.6504511415701,10107.439879944703,20,3,1784.8938520763704
PPO,MEDIUM,5,56000010,34376094f1cbbedde1010acf0512b8c8e9012d31387604af14b90616249fd843,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,14485.110120700394,23,3,738.9350729295156,756.31499034735,0.0,1,1,1751.8372135070056,1390.3133438123932,6,3,379.05403667883024,2522.350556191439,23,2,127.43404859534303,10572.446220696562,22,3,1674.8886247842788
PPO,MEDIUM,5,56000011,b6b4940e835ad35374a2309a4a551f7fc06dcc854726e8aa3b089fe1ce6594c3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,25457.743024589145,27,4,990.3553656005784,1019.1997758042903,0.0,0,2,1700.3694985129537,1548.7919475388553,10,3,366.96465880603773,2970.8093959916923,27,2,124.0077415726214,20938.141681058598,26,4,1790.7203031582048
PPO,MEDIUM,5,56000012,7db735d0f4d45769c0d75379ae0e7b731eeb4a43bbfee10a645bc6666b251f42,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11942.462964230579,24,4,583.7911160976532,601.1710335154876,3.6109233618030885,1,1,1704.2851916800557,934.8388676699788,7,3,382.73564988600606,2677.06300540575,24,2,127.9319261311598,8326.950167793048,23,4,1815.1981832378651
PPO,MEDIUM,5,56000013,70b5b7bb54d244c31da9b3009abe189529582e4c168211227f0107f1ec9989f6,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,17820.20823650986,26,4,895.9960902472662,915.9284942523718,0.0,0,1,1720.597970684797,977.0922292855957,8,2,384.9337820530909,2789.4299957472244,26,2,123.42826488645869,14053.686011477042,25,4,1766.7935882770007
PPO,MEDIUM,5,56000014,c7a7f326dc1a0202a62b7d2035a22d580d5a8929c6203c21e0a461f4a6baefc0,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,14591.06460343796,24,3,886.4707627640992,906.4031667692047,0.0,1,1,1761.2041407554595,1138.16882122265,6,3,388.77407614583194,2697.808173294912,24,2,135.75118676939928,10755.087608920398,22,3,1708.625997277467
PPO,MEDIUM,5,56000015,221b884a507cf2bf1ee748c6e05560be40249f9d002f0744bc3dcb0e6f024447,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,10764.217037925357,22,4,724.0427066264224,741.4226240442567,0.0,0,2,1782.2255247240746,873.2747710746107,5,3,384.67491123111586,2294.6146644247524,22,3,127.24940027191042,7596.327602425994,20,4,1745.525587440493
PPO,MEDIUM,5,56000016,bee10adc3c35de506cde6d0483e08d8a4ce34c36f287951fa3a33ffaaa7df211,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13067.422448362595,24,3,758.7587765856497,771.9296086177128,0.0,1,1,1768.9850278185536,1052.3345216643274,6,3,364.35470017029365,2629.0278589359928,24,3,128.33042873299246,9386.060067762275,22,3,1753.3477206427865
PPO,MEDIUM,5,56000017,139d17980a355d2bd04fffa6ad47ae058219eb91b193e0f6078a08d4e9b935b1,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,10809.799715822382,22,3,578.5999758410758,585.6629598140339,1.594785226202248,1,1,1713.8773971545897,1233.3415177707675,6,3,381.06683065688003,2390.722657540463,22,2,125.28238662097965,7184.1407552849505,21,3,1754.2577998123925
PPO,MEDIUM,5,56000018,6f7c4c2495dd1890ed243d894de14439c12db61a955c21b9933097dcb741887e,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13123.277873806719,24,4,681.6497751214006,701.5821791265062,0.0,0,2,1743.0991820931022,1364.2855231455553,7,3,388.080284356613,2589.5632069645812,24,4,130.1593737221765,9169.429143696583,23,3,1712.01279949412
PPO,MEDIUM,5,56000019,b0de163e7e3fd52ce03b86a5f9259c99df6b1f44301de0e00303edf25f686302,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11723.920342857411,24,4,504.51749967303795,513.5313778616978,10.594827692146055,1,1,1701.7249859700855,1158.8465016039816,6,2,398.6132609600468,2546.3190055487844,24,2,122.65889498246179,8008.1600080125,23,4,1831.755937796555
PPO,MEDIUM,5,56000020,c3fed368fd6328ed3d4895e180f792044c27a679165fda04816e042f23f63911,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,12551.400806019145,25,3,607.692175284556,614.7551592575142,0.0,0,1,1738.2048661869308,990.2104282010107,8,3,362.2435035052804,2753.8136332935537,25,2,128.24144091204062,8807.37674452458,24,3,1699.941611702544
PPO,MEDIUM,5,56000021,4996ea994d7ac4ad759a4ff637a3a720ed933ee3eab8133dc60e121aef38ac30,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,12596.976116272155,23,4,611.6538817355754,629.0337991534097,2.638875196695608,1,1,1769.0359672782365,603.9221287455055,5,3,394.21631888016054,2434.5743096867095,23,2,124.01097375715881,9555.840802643244,22,4,1666.8213830174518
PPO,MEDIUM,5,56000022,18fd2d8cf5b51cf61c5cd3924d5edf0523b96466d26b4b7e47c3a49ccfca8b9b,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,20320.412138698255,26,4,854.9817274993943,872.3616449172287,0.0,0,2,1724.5809169239997,1725.6132611754094,9,3,367.5007942270099,2928.402625040241,26,2,128.5509741835449,15666.396252482604,25,4,1700.044626465326
PPO,MEDIUM,5,56000023,8fb38363d5fb085534e4dc5f391f4f7d11d69e4c8674de99a06d899e5fb439d7,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,15471.697373869341,26,3,719.7266381002996,737.106555518134,3.5437217627700193,1,1,1687.555697702994,1158.4036854706123,8,2,378.47529339361313,2797.7699311718366,26,2,125.09725265294537,11511.980035464123,25,3,1790.496145482843
PPO,MEDIUM,5,56000024,29fc300b9f112173dd55393a6d1c9667fed9b769ee2caf511ddb0a9f718a69ac,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13598.057959899577,23,3,685.2795691802862,705.2119731853918,12.31172871099784,1,1,1725.9297533620113,726.3812624628822,6,2,383.18673742772603,2478.1177302682045,23,3,129.8390603834564,10381.247238457492,22,3,1672.2863526302322
PPO,MEDIUM,5,56000025,844c68777d73ce9a5c76e95f17543f64b08ec74fb59ecb147654ecc709cbbaa9,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,12233.272833884002,20,4,644.161126675915,664.0935306810206,1.9410372801123685,1,1,1768.1785187649596,1232.531588536499,6,3,369.6141616023076,2145.9673664381635,20,4,127.08641684987424,8852.832841629228,19,4,1712.9603534737362
PPO,MEDIUM,5,56000026,d1da55f4af742310525b861127fbb2566f15e34a9e2e28a0c34877a8cc74eedf,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,12862.148391213275,25,3,637.7726795768094,655.1525969946438,2.612403302866255,1,2,1727.3250133684992,880.6330878915951,7,2,365.3907758203104,2683.3148460301227,25,2,128.79331298174884,9295.588053988691,23,3,1776.4101093958475
PPO,MEDIUM,5,56000027,76be781947312f194e399664998d23dc73a1c35b0d8d08d2e15fd277b6b4257d,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,17894.374915080567,26,4,899.2722771639806,919.2046811690861,1.4821955687853006,1,1,1700.1197910588148,1900.8498418470374,8,2,382.69558109192167,2806.0243914356633,26,2,126.87339095957486,13186.01848622908,25,4,1763.1085609930924
PPO,MEDIUM,5,56000028,cc298e919c43c1b92ddd42045910ca5d02511562f0eccf7aebfe82ea979bfb93,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,14730.161382961907,23,4,694.5946410458273,707.7654730778904,0.0,0,2,1741.5930093207605,793.0806921837884,5,3,379.820584399906,2577.834712221332,23,2,131.07991394897454,11359.245978556786,22,4,1816.2806710880432
PPO,MEDIUM,5,56000029,97005a0156d2f1f306017d2cf70d6f4f950bc23b12337d5279964fe4d3fd0891,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,16247.916403042676,26,4,1005.3066864267307,1022.6866038445651,0.0,1,1,1705.5777643227357,1545.538182756315,8,3,369.4180706985462,2826.7645931698594,26,2,128.34802916436638,11875.613627116501,24,4,1713.7195817803267
PPO,MEDIUM,5,56000030,ba36c52351febe0fbb0a45bae42de414b14e63a5099c14ff50059a59c36fb279,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11877.996136784142,24,3,542.312353725968,562.2447577310736,0.0,0,2,1706.3987094800686,1147.7304457878668,7,3,385.3994047197193,2646.371886667091,24,2,125.80262261460666,8083.893804329184,23,3,1816.0364226657885
PPO,MEDIUM,5,56000031,8b5ff4abb17f89ace4e43e40703562ff07d0c80d2d5064fe442cc07ef9776cba,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13739.540878145594,23,4,627.549066938654,644.9289843564884,0.0,0,1,1706.063699896238,663.6568003211519,5,3,376.6742717411223,2460.763241415266,23,2,126.26309422476652,10615.120836409176,21,4,1740.2684136026546
PPO,MEDIUM,5,56000032,13ea8e522a395edfcc96e23349b8ff89aabeddee23f5eb458603f10644d4bc81,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13491.809260603048,23,3,803.7138475859997,833.4132859904862,0.0,0,1,1724.9755031487891,1030.1977399740433,5,3,368.35615976374197,2588.3559589775195,23,2,131.6939656566651,9873.255561651486,22,3,1749.6024205507356
PPO,MEDIUM,5,56000033,d57642c422596ac2eb27cf55670c176df86101f6cffaeed5fb70385397aba035,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,19378.157203281095,25,4,995.6672943838826,1015.5996983889881,0.22265109399563698,1,1,1708.8044071955067,1066.4076919935474,8,3,363.36983198086614,2764.674279838903,25,2,125.14140068426104,15546.852580354647,24,4,1780.5507601362629
PPO,MEDIUM,5,56000034,9775e64fcdc7b41f76be2d3459b853ff85d4356c194473dd6bef8f444455b36f,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,20025.673638058142,29,4,962.1792246891137,969.2422086620718,0.0,0,2,1720.9113631197365,1316.5210438871698,10,2,380.6493661043387,3174.9653841207505,29,2,126.54926623764322,15534.18721005022,28,4,1801.1233776556646
PPO,MEDIUM,5,56000035,66bdeeafd9f15550fd80a3fc93e3b6f9ff574a1388dc7253cb0f51aeb979e4e5,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11981.341368717973,21,4,614.9809547802897,623.9948329689496,0.0,0,2,1709.9964969480147,719.4328523769709,6,4,381.4585898722239,2148.221571397405,21,3,126.28560155041032,9113.686944943596,20,3,1759.7062363159566
PPO,MEDIUM,5,56000036,5e1d09ccb8896ad619a6a8f1cafa05f56082122ff43f9d209d5856246a0dc10e,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,16433.66130403757,27,3,694.6932579741042,784.2549362159475,0.0,1,1,1769.7023259327832,1595.3230907370203,9,2,391.7528427282639,2989.121014389128,27,2,128.1051650933773,11849.217198911423,25,3,1773.6386934504094
PPO,MEDIUM,5,56000037,a6a898ac9826dbc638a5ddbd6ca28eb17c8b01e981b442b2697292ec769d180e,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,15206.182272953354,25,4,709.2129571611408,716.275941134099,9.355429339952025,1,2,1713.1046594019294,1556.4177177551085,7,3,395.46120542913604,2766.8796034454695,25,2,127.9025207081263,10873.529522412824,23,4,1791.9433950560401
PPO,MEDIUM,5,56000038,c09266e9c86beab07bfeb8a0826b8301451db45e2ee1b60399e2064d45115107,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,20229.29106604485,27,3,803.7425719219937,821.122489339828,0.0,0,2,1673.5524086884216,1127.0034121136525,9,3,397.83039165408945,3125.862830393547,27,2,130.08833052300906,15976.42482353765,26,3,1802.4406963175857
PPO,MEDIUM,5,56000039,8f2932eec7ce2269f927ead03b0833d2f9cbd4e34d666f77dc3b06abf044f1a3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13628.477748270434,26,4,688.0672767811207,695.1302607540788,0.0,0,2,1721.2799784725114,1320.4050971167007,9,3,352.51709043846745,2921.084972433568,26,2,126.25633249579232,9386.987678720165,25,4,1814.649826651872
PPO,MEDIUM,5,56000040,de4eb1dee698d94e2350431ab200197db4ec9ca46b71a2b94bb3fb0ebc13dd34,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,16935.570884092143,27,3,699.7632136073048,706.8261975802629,0.0,0,2,1724.5965727886814,1423.9787075853847,8,3,371.7324630135008,2944.6612418682007,27,3,127.29099219200998,12566.930934638556,25,3,1686.3247095142938
PPO,MEDIUM,5,56000041,1cadfb2da2fd957f2e79401640b6234027eae4d60cc09a43a8e54e6ac6cdb287,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,12690.3769239021,22,4,709.7512029801928,727.1311203980272,1.2199910976080446,1,1,1719.9058127097253,910.2535491497074,5,3,366.0540183533965,2415.270029908208,22,2,130.1575532679417,9363.633353746576,21,4,1718.3773997981134
PPO,MEDIUM,5,56000042,d5ef47fad82b9795f0889a47e43ca69bb1ebb31534219e429494093e295a5faf,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,17377.46766354969,25,3,881.6511846724352,901.5835886775408,0.0,1,1,1727.9572936492095,922.0536364033753,7,3,379.2342882454668,2718.3761326041217,25,2,125.68642201064313,13737.037894542194,24,3,1776.166779808228
PPO,MEDIUM,5,56000043,9b061ca2edd67db1d260ee5ba3828fc6b01e95918eb24fd91202f913ee7e5cc6,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,9518.055294623615,20,3,466.8688038027922,473.9317877757503,7.241662439515153,1,1,1713.0028171888785,1426.5326783906041,7,3,367.31557798465064,2206.1247548913334,20,3,131.87549912448685,5878.156198902163,19,3,1830.6609329033463
PPO,MEDIUM,5,56000044,c41a3edec7a9d59ac983ff53ff34f6dbba0cd103a063aab0e064834ae5def192,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11444.580243850458,23,4,808.6507990973905,821.8216311294536,0.0,0,2,1723.9590801594793,821.4018419831357,6,3,381.1888592581456,2472.118809592115,23,3,127.83954619810902,8151.059592275207,22,4,1715.1011484413234
PPO,MEDIUM,5,56000045,108c59f3966924b978b08b4e2daee44530d43eefce0fd34a8b1ae8c4e33602c3,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,13567.408372258367,26,4,636.8568533963162,654.2367708141505,0.0,1,1,1742.1279506379528,1516.453983220256,7,3,370.5784783982781,2831.9690686714357,26,2,129.79708234066993,9218.985320366675,24,4,1733.7524586814734
PPO,MEDIUM,5,56000046,cd9f2e8bc241b307b80fc5269fcd674362ff91faf6cd1a0744170e7b762e64f4,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,30019.56193404264,29,4,1116.6957753664092,1145.5401855701211,0.0,0,2,1773.3497819197373,2028.6789042189214,12,2,387.0225182205827,3265.0719025776293,29,2,126.53237078624306,24725.81112724609,28,4,1773.834376015182
PPO,MEDIUM,5,56000047,bafa1ac3fa75cd7c6b15cb2008bb08bed10c47d593fb4df0e02ee304f14995ee,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,16409.32901758817,25,4,851.2047156141844,858.2676995871425,3.826003471243439,1,2,1686.7103448740177,1888.19194812353,10,4,397.31098494788876,2605.856969363206,25,3,125.71850608346313,11911.45409663019,23,4,1774.8852196987436
PPO,MEDIUM,5,56000048,72f40d426690ab1fcd0c09bd43513c378817852a212875fdaaab42861c9aab42,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,18122.524739783843,24,4,870.3705940181226,877.4335779910807,0.0,0,2,1724.4530354211124,950.2269742748829,6,3,385.06154661366963,2536.3024912514375,24,3,121.74215385275966,14635.995274257524,23,4,1723.3128074706146
PPO,MEDIUM,5,56000049,81136f4ac3d019613b3e75d42be15772301ff806341b2d668fc50b44e9abcd71,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,17973.21819778953,25,3,885.0710199353011,902.4509373531355,0.0,1,2,1756.1520268484192,1344.3217082602553,6,3,410.9931992174793,2743.9555856489114,25,2,132.59168763039088,13884.940903880364,24,3,1783.5362701988402
PPO,MEDIUM,5,56000050,e42f69b43e83c23209252c52b263855a09a4d0b7a8a46e2b85857fd9f72689dc,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,11476.128618182358,22,3,638.2535432152663,645.3165271882244,0.0,0,2,1714.2186165513272,983.6626541604037,5,3,389.6713451982764,2322.6222579053197,22,3,129.0428067740727,8169.843706116635,21,3,1774.940518407017
PPO,MEDIUM,5,56000051,a20ce3d4dcaa10e9e5c4e8408e7a9cde4e8b55171ddd73f62a2a0cbee4645862,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,18937.54167938252,29,3,792.9400543024012,810.3199717202356,0.0,1,1,1719.664103088074,1368.6146927543357,10,2,373.3799280812134,3101.495097389315,29,2,126.43516523485278,14467.43188923887,26,3,1709.0107720549022
PPO,MEDIUM,5,56000052,fbf0f8d8aa1ab8a1e46b8e924dcc878ce28f64eec836d5834da182bdfdf4c031,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_05.json,80,12881.892693298958,24,4,669.8513247060846,683.0221567381477,0.0,1,1,1722.3124823006615,949.826189226719,6,3,369.32864304715486,2652.9066770906484,24,2,130.0058628186971,9279.159826981591,23,4,1808.896863565783
