profile,seed,source_history,ppo_update,loss_block_start_update,loss_block_end_update,ppo_objective_loss_block_median,ppo_actor_loss_block_median,ppo_value_loss_block_median,ppo_entropy_block_median,ppo_approximate_kl_block_median,ppo_clip_fraction_block_median,evaluation_episode_count,evaluation_task_count,raw_environment_mean_return,return_change_from_update_50,task_success_rate_percent,illegal_action_count,resource_leak_count
Medium,seed_02,results/stage18/full_context_v2/seed_02/stage18_ppo.history.json,1900,1851,1900,0.04459690597286681,-0.0035520136007107794,0.09586673474404961,0.3612891889642924,0.0065267580102954526,0.047416548361070454,100,2000,18.346477468605027,0.3992061628226402,98.65,0,0
Medium,seed_02,results/stage18/full_context_v2/seed_02/stage18_ppo.history.json,1950,1901,1950,0.03702282552694669,-0.014038649486792565,0.10544084184220992,0.3196914418367669,0.00658271392376264,0.05065696046222001,100,2000,18.093756179607894,0.14648487382550712,98.1,0,0
Medium,seed_02,results/stage18/full_context_v2/seed_02/stage18_ppo.history.json,2000,1951,2000,0.035727590759051964,-0.009333111578598619,0.09028595057316124,0.32528792798984796,0.006297320322119049,0.05075461673550308,100,2000,18.475861613500086,0.5285903077176997,97.8,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,50,1,50,0.17152749278466217,-0.005075738328741863,0.36059013358317316,0.5893070923630148,0.00799438292861776,0.03613281261641532,100,2000,18.0496101102177,0.0,96.45,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,100,51,100,0.11188376729842275,-0.004192533189780079,0.2287697846768424,0.4436306849238463,0.009879422294034157,0.042209201492369175,100,2000,18.00814410028519,-0.041466009932509706,96.5,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,150,101,150,0.09561765338730766,-0.00504590843047481,0.20599829591810703,0.4924440868780948,0.008520872868757579,0.04715613170992583,100,2000,18.582492602568536,0.5328824923508364,97.55,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,200,151,200,0.07681855822738726,-0.0019060357299167663,0.1627031906391494,0.34301585180219263,0.00873016866898979,0.04014756949618459,100,2000,18.548002874608834,0.49839276439113434,98.15,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,250,201,250,0.07773410117079038,-0.0060292766720522195,0.16367760358843952,0.3938445909298025,0.006612019833710292,0.03335503477137536,100,2000,18.455784335468984,0.4061742252512843,98.0,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,300,251,300,0.06797213642857969,-0.004478940900298767,0.1410127715789713,0.4786253303755075,0.005995649618853349,0.03697620751336217,100,2000,18.600125974700287,0.5505158644825876,97.89999999999999,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,350,301,350,0.057314671445055865,-0.00424074090551585,0.13984375214204192,0.4207274471409619,0.006587477406810649,0.044487847364507616,100,2000,18.563592800213286,0.5139826899955864,97.55,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,400,351,400,0.04972309735239833,-0.006435154908103868,0.11472410941496491,0.42207888077246025,0.006989024044742109,0.04364938463550061,100,2000,18.55612384478933,0.5065137345716302,97.8,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,450,401,450,0.054609063430689275,-0.006069993629353121,0.1297763165202923,0.412174951772613,0.0058861890611296985,0.04376775596756488,100,2000,18.5514496218718,0.5018395116541008,97.35000000000001,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,500,451,500,0.04578932241565781,-0.005800640530651435,0.11347469585598446,0.4010205343365669,0.006401414596894028,0.045996093773283064,100,2000,18.522173756578947,0.47256364636124815,97.75,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,550,501,550,0.05317935781204142,-0.00691406567057129,0.1330486555234529,0.44099410719354637,0.0062573941686423495,0.038509114645421505,100,2000,18.709640954999163,0.6600308447814633,97.75,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,600,551,600,0.04854767790675396,-0.00588693461031653,0.12178822711575776,0.3916652703192085,0.006336326716336771,0.04296875011641532,100,2000,18.75122521730798,0.7016151070902801,97.95,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,650,601,650,0.05563274645828642,-0.007226936664665118,0.13293760892702267,0.4237199630588293,0.005094844615086913,0.03782453446183354,100,2000,18.668419290445502,0.6188091802278031,97.7,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,700,651,700,0.0656971865973901,-0.0010165902494918555,0.14370614849030972,0.44584214732916294,0.0060073659115005285,0.03881096129771322,100,2000,18.662317279682306,0.6127071694646062,97.8,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,750,701,750,0.0467695857223589,-0.008698412646481302,0.10983135551214218,0.3987633327487856,0.006562738934007939,0.03906250011641532,100,2000,17.81536459965636,-0.23424551056134035,98.45,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,800,751,800,0.05634933572582668,-0.002915018645580858,0.12168212718097493,0.3877023577224463,0.008133631882259351,0.044557883869856596,100,2000,18.617204856003518,0.5675947457858186,97.5,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,850,801,850,0.050049556062731426,-0.006556015316164121,0.10843206467689015,0.4100398375885561,0.007233380732316164,0.0460611981106922,100,2000,18.55927724393518,0.5096671337174818,97.89999999999999,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,900,851,900,0.060093590182077605,-0.002696740411920473,0.1218505721190013,0.4161667974658485,0.0038656287724734284,0.03792317723855376,100,2000,18.600173955816437,0.550563845598738,97.95,0,0
Medium,seed_03,results/stage18/full_context_v2/seed_03/stage18_ppo.history.json,950,901,950,0.04996587650020956,-0.006663864944130182,0.11101560184033588,0.3705637571401894,0.006546358068590052,0.04947620758321136,100,2000,18.668561683957734,0.6189515737400342,97.85000000000001,0,0
