method,training_profile,training_seed,phase,phase_fraction,mean_queue_length,mean_active_tasks,test_episode_count,source_scope
PPO,MEDIUM,1,NORMAL,0.0,0.0,1.0,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.025,0.0,0.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.05,0.0,0.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.07500000000000001,0.0,0.31,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.1,0.0,0.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.125,0.0,0.51,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.15000000000000002,0.0,0.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.17500000000000002,0.0,0.45,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.2,0.0,0.24,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.225,0.0,0.55,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.25,0.0,0.19,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.275,0.0,0.53,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.30000000000000004,0.0,0.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.325,0.0,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.35000000000000003,0.0,0.29,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.375,0.0,0.62,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.4,0.0,0.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.42500000000000004,0.0,0.57,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.45,0.0,0.29,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.47500000000000003,0.0,0.67,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.5,0.0,0.43,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.525,0.0,0.67,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.55,0.0,0.53,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.5750000000000001,0.01,0.59,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.6000000000000001,0.0,0.5,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.625,0.0,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.65,0.0,0.39,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.675,0.0,0.34,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.7000000000000001,0.0,0.42,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.7250000000000001,0.01,0.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.75,0.0,0.51,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.775,0.0,0.36,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.8,0.0,0.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.8250000000000001,0.0,0.25,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.8500000000000001,0.0,0.5,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.875,0.0,0.26,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.9,0.0,0.53,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.925,0.0,0.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.9500000000000001,0.0,0.61,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,0.9750000000000001,0.0,0.35,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,NORMAL,1.0,0.31,1.31,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.0,0.31,1.31,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.025,0.29,0.99,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.05,0.56,1.05,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.07500000000000001,0.85,1.2,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.1,1.02,1.19,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.125,1.45,1.3,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.15000000000000002,1.49,1.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.17500000000000002,1.6,1.36,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.2,1.59,1.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.225,1.8,1.4,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.25,1.74,1.43,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.275,1.91,1.49,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.30000000000000004,1.99,1.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.325,2.14,1.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.35000000000000003,2.27,1.57,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.375,2.36,1.62,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.4,2.44,1.69,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.42500000000000004,2.73,1.65,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.45,2.79,1.6,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.47500000000000003,2.89,1.68,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.5,3.08,1.73,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.525,3.16,1.71,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.55,3.42,1.64,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.5750000000000001,3.43,1.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.6000000000000001,3.65,1.59,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.625,3.7,1.6,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.65,3.85,1.67,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.675,3.77,1.62,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.7000000000000001,3.95,1.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.7250000000000001,3.88,1.68,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.75,3.95,1.78,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.775,4.04,1.7,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.8,4.17,1.84,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.8250000000000001,4.08,1.78,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.8500000000000001,4.27,1.8,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.875,4.33,1.76,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.9,4.54,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.925,4.51,1.8,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.9500000000000001,4.76,1.91,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,0.9750000000000001,4.54,1.81,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,DENSE,1.0,5.95,2.07,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.0,5.95,2.07,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.025,6.92,2.23,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.05,8.21,2.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.07500000000000001,9.42,2.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.1,10.81,2.36,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.125,12.26,2.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.15000000000000002,13.74,2.26,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.17500000000000002,15.2,2.13,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.2,16.75,2.11,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.225,18.18,2.06,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.25,19.85,2.04,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.275,21.38,1.99,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.30000000000000004,22.77,1.97,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.325,23.07,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.35000000000000003,23.0,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.375,22.93,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.4,22.86,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.42500000000000004,22.83,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.45,22.74,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.47500000000000003,22.65,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.5,22.55,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.525,22.44,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.55,22.38,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.5750000000000001,22.32,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.6000000000000001,22.26,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.625,22.14,1.91,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.65,22.09,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.675,21.96,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.7000000000000001,21.86,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.7250000000000001,21.75,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.75,21.64,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.775,21.61,1.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.8,21.57,1.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.8250000000000001,21.48,1.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.8500000000000001,21.39,1.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.875,21.33,1.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.9,21.27,1.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.925,21.15,1.91,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.9500000000000001,21.11,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,0.9750000000000001,21.02,1.93,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,BURST,1.0,21.9,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.0,21.9,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.025,20.8,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.05,19.97,1.93,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.07500000000000001,19.5,1.92,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.1,18.34,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.125,17.6,1.97,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.15000000000000002,15.91,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.17500000000000002,14.5,2.05,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.2,12.14,2.01,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.225,10.62,1.89,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.25,8.23,1.87,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.275,6.82,1.79,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.30000000000000004,5.43,1.64,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.325,4.48,1.48,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.35000000000000003,3.51,1.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.375,2.9,1.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.4,2.25,1.2,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.42500000000000004,1.84,1.17,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.45,1.31,1.13,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.47500000000000003,1.03,0.99,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.5,0.68,0.9,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.525,0.54,0.75,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.55,0.37,0.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.5750000000000001,0.3,0.69,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.6000000000000001,0.11,0.64,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.625,0.1,0.46,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.65,0.02,0.52,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.675,0.0,0.59,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.7000000000000001,0.02,0.55,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.7250000000000001,0.0,0.48,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.75,0.01,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.775,0.0,0.39,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.8,0.01,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.8250000000000001,0.0,0.46,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
PPO,MEDIUM,1,RECOVERY,0.8500000000000001,0.01,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/medium/seed_01.json
