method,training_profile,training_seed,phase,phase_fraction,mean_queue_length,mean_active_tasks,test_episode_count,source_scope
PPO,BURST,1,NORMAL,0.47500000000000003,0.0,0.68,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.5,0.0,0.43,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.525,0.0,0.65,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.55,0.0,0.52,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.5750000000000001,0.0,0.58,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.6000000000000001,0.0,0.49,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.625,0.0,0.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.65,0.0,0.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.675,0.0,0.33,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.7000000000000001,0.0,0.42,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.7250000000000001,0.0,0.3,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.75,0.0,0.51,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.775,0.0,0.33,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.8,0.0,0.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.8250000000000001,0.0,0.22,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.8500000000000001,0.0,0.49,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.875,0.0,0.25,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.9,0.0,0.52,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.925,0.0,0.34,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.9500000000000001,0.0,0.62,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,0.9750000000000001,0.0,0.35,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,NORMAL,1.0,0.3,1.31,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.0,0.3,1.31,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.025,0.29,0.99,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.05,0.56,1.04,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.07500000000000001,0.85,1.2,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.1,1.03,1.19,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.125,1.46,1.33,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.15000000000000002,1.47,1.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.17500000000000002,1.52,1.35,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.2,1.57,1.29,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.225,1.67,1.38,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.25,1.58,1.43,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.275,1.83,1.5,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.30000000000000004,1.9,1.52,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.325,2.05,1.52,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.35000000000000003,2.21,1.55,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.375,2.28,1.59,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.4,2.33,1.64,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.42500000000000004,2.41,1.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.45,2.33,1.61,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.47500000000000003,2.38,1.73,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.5,2.58,1.71,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.525,2.69,1.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.55,2.87,1.72,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.5750000000000001,2.83,1.7,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.6000000000000001,3.05,1.67,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.625,2.99,1.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.65,3.1,1.73,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.675,3.03,1.61,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.7000000000000001,3.08,1.66,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.7250000000000001,3.08,1.68,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.75,3.23,1.77,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.775,3.2,1.76,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.8,3.46,1.77,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.8250000000000001,3.38,1.75,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.8500000000000001,3.61,1.7,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.875,3.58,1.73,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.9,3.65,1.89,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.925,3.6,1.72,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.9500000000000001,3.96,1.86,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,0.9750000000000001,3.75,1.77,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,DENSE,1.0,5.11,2.03,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.0,5.11,2.03,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.025,6.12,2.11,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.05,7.38,2.28,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.07500000000000001,8.56,2.33,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.1,9.96,2.32,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.125,11.34,2.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.15000000000000002,12.77,2.16,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.17500000000000002,14.22,2.1,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.2,15.74,2.07,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.225,17.19,2.02,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.25,18.81,2.0,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.275,20.26,1.93,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.30000000000000004,21.59,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.325,21.92,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.35000000000000003,21.81,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.375,21.75,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.4,21.72,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.42500000000000004,21.6,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.45,21.54,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.47500000000000003,21.5,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.5,21.45,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.525,21.37,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.55,21.26,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.5750000000000001,21.18,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.6000000000000001,21.13,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.625,21.01,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.65,20.92,1.97,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.675,20.86,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.7000000000000001,20.72,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.7250000000000001,20.61,1.96,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.75,20.52,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.775,20.45,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.8,20.38,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.8250000000000001,20.3,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.8500000000000001,20.16,1.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.875,20.03,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.9,19.98,1.93,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.925,19.85,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.9500000000000001,19.77,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,0.9750000000000001,19.74,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,BURST,1.0,20.68,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.0,20.68,1.94,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.025,19.52,1.91,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.05,18.59,1.99,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.07500000000000001,17.93,2.01,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.1,16.49,2.03,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.125,14.91,2.03,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.15000000000000002,12.72,2.14,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.17500000000000002,10.73,2.07,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.2,8.21,1.97,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.225,6.48,1.83,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.25,5.0,1.72,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.275,3.99,1.51,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.30000000000000004,3.13,1.45,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.325,2.61,1.41,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.35000000000000003,1.98,1.26,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.375,1.75,1.21,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.4,1.11,1.08,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.42500000000000004,0.98,1.21,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.45,0.59,1.04,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.47500000000000003,0.55,0.95,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.5,0.27,0.81,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.525,0.25,0.64,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.55,0.12,0.59,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.5750000000000001,0.09,0.62,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.6000000000000001,0.06,0.59,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.625,0.03,0.43,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.65,0.02,0.46,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.675,0.01,0.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.7000000000000001,0.0,0.52,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.7250000000000001,0.0,0.49,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.75,0.0,0.54,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.775,0.0,0.39,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.8,0.0,0.53,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.8250000000000001,0.0,0.45,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.8500000000000001,0.0,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.875,0.0,0.48,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.9,0.01,0.58,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.925,0.0,0.46,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.9500000000000001,0.01,0.53,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,0.9750000000000001,0.0,0.77,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,1,RECOVERY,1.0,0.0,0.0,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_01.json
PPO,BURST,2,NORMAL,0.0,0.0,1.0,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.025,0.0,0.27,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.05,0.0,0.37,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.07500000000000001,0.0,0.31,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.1,0.0,0.28,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.125,0.0,0.51,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.15000000000000002,0.0,0.26,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.17500000000000002,0.0,0.45,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.2,0.0,0.22,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.225,0.0,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.25,0.0,0.18,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.275,0.0,0.51,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.30000000000000004,0.0,0.24,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.325,0.0,0.56,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.35000000000000003,0.0,0.3,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.375,0.0,0.61,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.4,0.0,0.35,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
PPO,BURST,2,NORMAL,0.42500000000000004,0.0,0.55,100,/Users/lab4099/Desktop/Mujoco/work/results/stage19_mixed_recovery/locked_test_v1/burst/seed_02.json
