stage,source_path,artifact,gate,status,passed,claim_boundary,profile,execution_mode,updates,episodes_trained_total
10,results/stage10/stage10_rule_baseline_fixed_200.summary.json,stage10_rule_baseline_fixed_200.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_fixed_20.summary.json,stage11_persistent_fixed_20.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20.summary.json,stage11_persistent_medium_20.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20_balanced.summary.json,stage11_persistent_medium_20_balanced.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20_critical_path.summary.json,stage11_persistent_medium_20_critical_path.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20_final_gate.summary.json,stage11_persistent_medium_20_final_gate.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20_multimode_speed.summary.json,stage11_persistent_medium_20_multimode_speed.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20_six_types_multimode.summary.json,stage11_persistent_medium_20_six_types_multimode.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_medium_20_standby.summary.json,stage11_persistent_medium_20_standby.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_normal_20.summary.json,stage11_persistent_normal_20.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_overload_20.summary.json,stage11_persistent_overload_20.summary.json,,NOT_REPORTED,,,,,,
11,results/stage11/stage11_persistent_smoke_5.summary.json,stage11_persistent_smoke_5.summary.json,,NOT_REPORTED,,,,,,
12,results/stage12/stage12_encoding_medium_20.summary.json,stage12_encoding_medium_20.summary.json,,NOT_REPORTED,,,,,,
13,results/stage13/stage13_final_medium_600.summary.json,stage13_final_medium_600.summary.json,FINAL,PASS,True,,,,,
13,results/stage13/stage13_reward_medium_20.summary.json,stage13_reward_medium_20.summary.json,,NOT_REPORTED,,,,,,
14,results/stage14/context_warm_start/stage14_context_policy_warm_start.summary.json,stage14_context_policy_warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage14/ppo/long/realistic_concurrent_medium/stage14_realistic_concurrent_medium.summary.json,stage14_realistic_concurrent_medium.summary.json,SHORT_SMDP_PPO_SMOKE,PASS,True,Interface smoke only; not a long-run convergence or superiority claim.,MEDIUM,CONCURRENT,250,1000
14,results/stage14/ppo/long/realistic_concurrent_medium_reward_v2_context_v2/stage14_context_v2_best_heldout600.json,stage14_context_v2_best_heldout600.json,SMDP_PPO_HELDOUT_EVALUATION,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage14/ppo/long/realistic_concurrent_medium_reward_v2_context_v2/stage14_context_v2_final_heldout600.json,stage14_context_v2_final_heldout600.json,SMDP_PPO_HELDOUT_EVALUATION,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage14/ppo/long/realistic_concurrent_medium_reward_v2_context_v2/stage14_realistic_concurrent_medium_reward_v2_context_v2.best.evaluation.json,stage14_realistic_concurrent_medium_reward_v2_context_v2.best.evaluation.json,SMDP_PPO_HELDOUT_EVALUATION,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage14/ppo/long/realistic_concurrent_medium_reward_v2_context_v2/stage14_realistic_concurrent_medium_reward_v2_context_v2.summary.json,stage14_realistic_concurrent_medium_reward_v2_context_v2.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage14/ppo/long/realistic_serial_medium_reward_v2_context_v2/stage14_realistic_serial_medium_reward_v2_context_v2.summary.json,stage14_realistic_serial_medium_reward_v2_context_v2.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,SERIAL,2000,8000
14,results/stage14/ppo/smoke/stage14_realistic_concurrent_medium_reward_v2_smoke.summary.json,stage14_realistic_concurrent_medium_reward_v2_smoke.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,20,40
14,results/stage14/ppo/smoke/stage14_realistic_concurrent_medium_smoke.summary.json,stage14_realistic_concurrent_medium_smoke.summary.json,SHORT_SMDP_PPO_SMOKE,PASS,True,Interface smoke only; not a long-run convergence or superiority claim.,MEDIUM,CONCURRENT,2,4
14,results/stage14/ppo/smoke/stage14_smdp_ppo_concurrent_medium.summary.json,stage14_smdp_ppo_concurrent_medium.summary.json,SHORT_SMDP_PPO_SMOKE,PASS,True,Interface smoke only; not a long-run convergence or superiority claim.,MEDIUM,CONCURRENT,2,4
14,results/stage14/ppo/smoke/stage14_smdp_ppo_mixed_medium.heldout.json,stage14_smdp_ppo_mixed_medium.heldout.json,SMDP_PPO_HELDOUT_EVALUATION,PASS,True,,MEDIUM,MIXED,,
14,results/stage14/ppo/smoke/stage14_smdp_ppo_mixed_medium.summary.json,stage14_smdp_ppo_mixed_medium.summary.json,SHORT_SMDP_PPO_SMOKE,PASS,True,Interface smoke only; not a long-run convergence or superiority claim.,MEDIUM,MIXED,2,4
14,results/stage14/ppo/smoke/stage14_smdp_ppo_serial_medium.summary.json,stage14_smdp_ppo_serial_medium.summary.json,SHORT_SMDP_PPO_SMOKE,PASS,True,Interface smoke only; not a long-run convergence or superiority claim.,MEDIUM,SERIAL,2,4
14,results/stage14/ppo/smoke_context_v2/stage14_context_v2_reward_v2_smoke.summary.json,stage14_context_v2_reward_v2_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,5,10
14,results/stage14/ppo/smoke_serial_context_v2/stage14_serial_context_v2_smoke.summary.json,stage14_serial_context_v2_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,SERIAL,5,10
14,results/stage14/reward_v2/stage14_reward_v2_gate.summary.json,stage14_reward_v2_gate.summary.json,REWARD_V2_ANTI_MODE_COLLAPSE,PASS,True,,,,,
14,results/stage14/stage14_balanced_rule_200.summary.json,stage14_balanced_rule_200.summary.json,BALANCED_GYM_RULE_REPLAY,PASS,True,,,,,
14,results/stage14/stage14_candidate_policy_smoke.summary.json,stage14_candidate_policy_smoke.summary.json,MASKED_CANDIDATE_POLICY_SMOKE,PASS,True,,,,,
14,results/stage14/stage14_execution_mode_comparison.summary.json,stage14_execution_mode_comparison.summary.json,SERIAL_CONCURRENT_EXECUTION_MODE_COMPARISON,PASS,True,,,,,
14,results/stage14/stage14_handover_timeout_gate.summary.json,stage14_handover_timeout_gate.summary.json,P95_HANDOVER_TIMEOUT_LOGIC_GATE,PASS,True,,,,,
15,results/stage15/stage15_mixed_continuous_100ep.json,stage15_mixed_continuous_100ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,,,
15,results/stage15/stage15_serial_medium_three_way_100ep.json,stage15_serial_medium_three_way_100ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,SERIAL,,
15,results/stage15/stage15_serial_medium_three_way_30ep.json,stage15_serial_medium_three_way_30ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,SERIAL,,
15,results/stage15/stage15_serial_vs_concurrent_100ep.json,stage15_serial_vs_concurrent_100ep.json,PAIRED_SERIAL_VS_CONCURRENT_PPO_ABLATION,PASS,True,"Both policies use independently trained weights and identical task streams/common random numbers. Differences quantify the complete execution-mode systems, not only a scheduler flag.",,,,
15,results/stage15/stage15_serial_vs_concurrent_5ep.json,stage15_serial_vs_concurrent_5ep.json,PAIRED_SERIAL_VS_CONCURRENT_PPO_ABLATION,PASS,True,"Both policies use independently trained weights and identical task streams/common random numbers. Differences quantify the complete execution-mode systems, not only a scheduler flag.",,,,
15,results/stage15/stage15_stress_100ep.json,stage15_stress_100ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,,,
15,results/stage15/stage15_three_way_100ep.json,stage15_three_way_100ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,,,
16,results/stage16/stage16_reproducibility_snapshot.json,stage16_reproducibility_snapshot.json,FROZEN_SEEDS_AND_REPRODUCIBILITY_SNAPSHOT,PASS,True,,,,,
15,results/stage16/stage16_schema_smoke_5ep.json,stage16_schema_smoke_5ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,CONCURRENT,,
16,results/stage16/stage16_schema_smoke_5ep.schema_gate.json,stage16_schema_smoke_5ep.schema_gate.json,RAW_RESULT_SCHEMA_RECOMPUTATION,PASS,True,,,,,
14,results/stage16/stage16_seed_protocol_training_smoke.summary.json,stage16_seed_protocol_training_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
14,results/stage17/smoke/stage17_fixed_gamma_smoke.summary.json,stage17_fixed_gamma_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
14,results/stage17/smoke/stage17_flat_masked_ppo_smoke.summary.json,stage17_flat_masked_ppo_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
14,results/stage17/smoke/stage17_full_context_v2_smoke.summary.json,stage17_full_context_v2_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
14,results/stage17/smoke/stage17_no_handover_cues_smoke.summary.json,stage17_no_handover_cues_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
14,results/stage17/smoke/stage17_no_persistent_position_smoke.summary.json,stage17_no_persistent_position_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
14,results/stage17/smoke/stage17_no_queue_resource_smoke.summary.json,stage17_no_queue_resource_smoke.summary.json,SHORT_SMDP_PPO_REWARD_V2_SMOKE,PASS,True,Interface smoke only; not a convergence claim.,MEDIUM,CONCURRENT,1,1
17,results/stage17/stage17_ablation_interface_gate.summary.json,stage17_ablation_interface_gate.summary.json,ABLATION_INTERFACE_AND_CAUSALITY,PASS,True,Interface gate only; no ablation performance claim.,,,,
17,results/stage17/stage17_ablation_smokes.summary.json,stage17_ablation_smokes.summary.json,ALL_ABLATION_SHORT_TRAINING_SMOKES,PASS,True,One-update interface smokes; no performance claim.,,,,
15,results/stage17/stage17_legacy_28d_compatibility_1ep.json,stage17_legacy_28d_compatibility_1ep.json,PRE_REGISTERED_PAIRED_STRESS_EVALUATION,PASS,True,Safety/reproducibility gate. Superiority is reported with paired confidence intervals and is not required for PASS.,,CONCURRENT,,
16,results/stage17/stage17_legacy_28d_compatibility_1ep.schema_gate.json,stage17_legacy_28d_compatibility_1ep.schema_gate.json,RAW_RESULT_SCHEMA_RECOMPUTATION,PASS,True,,,,,
14,results/stage18/full_context_v2/seed_01/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_01/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_02/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_02/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_03/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_03/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_04/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_04/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_05/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_05/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_06/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_06/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_07/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_07/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_08/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_08/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_09/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_09/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/full_context_v2/seed_10/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/full_context_v2/seed_10/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_01/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_01/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_02/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_02/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_03/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_03/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_04/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_04/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_05/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_05/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_06/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_06/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_07/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_07/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_08/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_08/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_09/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_09/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_eta_cost_only/seed_10/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,FAIL,False,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_eta_cost_only/seed_10/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,FAIL,False,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_01/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_01/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_02/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_02/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_03/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_03/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_04/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_04/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_05/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_05/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_06/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_06/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_07/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_07/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_08/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_08/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_09/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_09/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_handover_risk/seed_10/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_handover_risk/seed_10/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_01/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_01/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_02/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_02/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_03/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_03/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_04/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_04/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_05/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_05/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_06/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_06/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_07/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
14,results/stage18/no_explicit_queue_resource/seed_07/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,MEDIUM,CONCURRENT,,
14,results/stage18/no_explicit_queue_resource/seed_08/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,MEDIUM,CONCURRENT,2000,8000
