stage,source_path,artifact,gate,status,passed,claim_boundary,profile,execution_mode,updates,episodes_trained_total
14,results/stage18_dense/no_explicit_handover_risk/seed_10/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,DENSE,CONCURRENT,2000,8000
14,results/stage18_dense/no_explicit_handover_risk/seed_10/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,DENSE,CONCURRENT,,
14,results/stage18_dense/no_explicit_queue_resource/seed_01/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,DENSE,CONCURRENT,2000,8000
14,results/stage18_dense/no_explicit_queue_resource/seed_01/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,DENSE,CONCURRENT,,
14,results/stage18_dense/no_explicit_queue_resource/seed_02/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,DENSE,CONCURRENT,2000,8000
14,results/stage18_dense/no_explicit_queue_resource/seed_02/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,DENSE,CONCURRENT,,
14,results/stage18_dense/no_explicit_queue_resource/seed_03/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,DENSE,CONCURRENT,2000,8000
14,results/stage18_dense/no_explicit_queue_resource/seed_03/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,DENSE,CONCURRENT,,
14,results/stage18_dense/no_explicit_queue_resource/seed_04/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,DENSE,CONCURRENT,2000,8000
14,results/stage18_dense/no_explicit_queue_resource/seed_04/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,DENSE,CONCURRENT,,
14,results/stage18_dense/no_explicit_queue_resource/seed_05/stage18_ppo.summary.json,stage18_ppo.summary.json,SMDP_PPO_REWARD_V2_TRAINING_RUN,PASS,True,Training completed; held-out acceptance is still required.,DENSE,CONCURRENT,2000,8000
14,results/stage18_dense/no_explicit_queue_resource/seed_05/warm_start.summary.json,warm_start.summary.json,CONTEXT_CONDITIONED_POLICY_WARM_START,PASS,True,,DENSE,CONCURRENT,,
