update,mean,std,count,smooth,smooth_sd
266,-394.8774008652792,187.47784961512576,10,-395.1559016694616,162.04521631901693
267,-357.4368176668921,193.84645027437148,10,-392.80800174468607,162.24434240590398
268,-346.55193732816633,104.4203242862522,10,-391.25950768991237,159.83672390271877
269,-283.61374193153864,140.24947264205863,10,-390.2854376537752,160.01975440127194
270,-408.22365905953967,153.7084855147565,10,-389.6980640154831,158.95575061382988
271,-335.5376835005993,129.6710821641139,10,-388.2189856491638,157.74427992083417
272,-301.3699069486758,96.86441973050785,10,-385.6174399888932,157.122243014194
273,-461.63059634365874,162.86331864632695,10,-389.00334489050636,158.71794330415503
274,-391.33576016359183,166.6573177035493,10,-387.3756032968447,159.01010896209746
275,-431.58165815613546,201.00349860255614,10,-387.05209164142843,159.50669920993957
276,-478.8792498917622,178.08624385118227,10,-388.4867535251184,159.76068388310597
277,-404.1594481163779,223.94609984112566,10,-386.8194535189822,160.88572069656502
278,-443.303660958399,200.88825137471028,10,-388.4658493525899,161.50088844534892
279,-390.6595415137944,179.1941547935858,10,-388.4762741609834,161.59227111762334
280,-426.9568817399966,190.67525144359297,10,-388.8911170059904,162.96286363415777
281,-436.4507401094535,175.25873793428107,10,-390.89104834515916,163.6180478539695
282,-415.60971112657097,128.513206684284,10,-390.57355649961266,160.7370923830562
283,-393.7523089741077,106.42695570615714,10,-390.35801677974405,159.7062109455732
284,-346.8030293024399,101.3974200915313,10,-389.8462807928874,158.72720613676665
285,-388.0213395644661,172.81633483245923,10,-389.74371656890594,159.17044244418753
286,-465.3214866997863,138.65123157170882,10,-391.504421660127,159.97256430934476
287,-479.26601787130437,194.55471791480102,10,-394.05640109723777,161.12004562092304
288,-379.84332792949357,185.8265714434469,10,-395.4586491582261,163.16209876269406
289,-356.40229273970715,99.37334008908958,10,-394.5159469762587,162.89370227091072
290,-418.8781327754624,169.97671382585548,10,-395.1029960364042,162.78736009435764
291,-400.6880160118915,194.4558236749513,10,-393.5369494035776,163.19321602780417
292,-427.0609535473556,165.60909226230012,10,-395.3599369746312,164.52425570830692
293,-358.107646152942,89.83675911624313,10,-393.44086508921094,162.33699622598257
294,-387.4965692851568,210.37753054755788,10,-392.5443822081829,164.2479035480241
295,-362.07869971627326,152.71183852188986,10,-393.64071181031903,165.72012564392654
296,-394.43412640614235,172.39162518729086,10,-393.10293904875283,164.74356962768078
297,-417.7988402428722,161.2500281145702,10,-393.05392963082545,163.96509209161678
298,-336.50570290252097,145.07241212599686,10,-389.7018736267037,163.90513467687757
299,-450.9284007969368,285.13090656988203,10,-391.18176843708477,166.82576654553418
300,-427.005606133229,123.53157803969383,10,-391.16894162938695,166.41254875867074
301,-344.1985207878411,160.26927273559946,10,-389.59430181494247,163.8972040403745
302,-404.32625499313474,179.65482925485202,10,-391.2306166308798,164.56381967665212
303,-513.8581417128139,211.82638045594265,10,-394.1051353713715,164.57252026072717
304,-426.61493655464517,81.02728753968707,10,-395.2002203380273,163.46981252030105
305,-425.8781658532356,134.85204559491285,10,-395.59537321314485,161.41012149053233
306,-378.70621926429646,182.48066541862602,10,-394.81980818161554,162.44565271759453
307,-550.2550488412628,246.4785015478075,10,-398.2513186320481,164.31496068065732
308,-437.3065345439948,197.3594978378425,10,-398.6336923023118,163.86899423701595
309,-479.65237428651335,244.45432652173344,10,-401.04581099194644,165.8810117411066
310,-401.76130015791455,160.72369162426543,10,-403.1773936113996,166.5521705103557
311,-339.0569862800864,99.80497238824022,10,-403.235102201628,165.3356901580923
312,-380.08890857965076,115.62511157604796,10,-402.2021194645304,162.9290134896131
313,-337.8417316496029,134.6956674444045,10,-402.0333856008175,163.59617897061244
314,-452.1791118533405,190.49910932320512,10,-403.99893205341925,164.43102827338572
315,-369.5065949159392,162.455857985165,10,-402.79603445493586,163.6984452397228
316,-383.06403794469514,132.93565900322014,10,-402.5597671965241,162.60760142748467
317,-364.3832897764702,163.97935044324475,10,-402.6986966387158,162.0102594308621
318,-355.9940819140269,152.6414007756549,10,-402.887539530433,162.97468096065015
319,-449.23758016134906,273.3637861851073,10,-406.2000162950292,165.6369672315111
320,-417.16902769908313,160.27242764520966,10,-406.3789236678201,165.76824607412019
321,-479.49405029731054,193.8272349278137,10,-409.2580510037543,167.05136912939417
322,-440.1569548103559,103.42861313516515,10,-412.03379196098786,167.18265299748734
323,-299.6852648899032,163.90877409922803,10,-408.79488533191284,167.20356210654535
324,-423.2157493355259,157.87818672066305,10,-409.43248511535154,167.02797948688766
325,-379.07772465353463,183.91563312649848,10,-408.38240644529947,166.68622217736652
326,-411.7142616937407,193.5328129787831,10,-407.0391066813391,166.99515355991852
327,-380.64320379926164,191.0783315346312,10,-406.5687817949967,166.33779819378861
328,-450.82885804516644,198.0899812490962,10,-406.71928573673205,166.28183279127634
329,-358.8411527001852,147.4003850952392,10,-406.08291796045984,165.64595739730942
330,-452.25044469431487,184.54654841253867,10,-406.5887892195462,165.5233833366883
331,-466.3967073393711,193.46538544560426,10,-407.18770856414454,165.8875162869148
332,-467.41415949278064,174.16101756173094,10,-408.2237975314688,166.80047250446376
333,-424.8961269067101,173.32101938544884,10,-408.8466738901209,168.13835377804958
334,-476.39509344005955,386.4516122781954,10,-411.4385151728732,173.83943762178285
335,-393.588486660001,183.09350201030267,10,-411.54985811478394,174.04498096533973
336,-409.0327151543219,99.87111981156295,10,-410.4240826838746,173.26937873013682
337,-336.8564958662645,80.92026889161197,10,-407.5758922437739,170.996689749673
338,-341.5428265785636,142.22152383072756,10,-406.8098822167552,170.12458879741862
339,-484.39484158224167,233.9097998822537,10,-409.36973319360595,172.81531799328192
340,-450.6767395964209,114.10193988323434,10,-410.005705330025,171.6978225144295
341,-385.3706617837042,238.41337662733662,10,-409.69935824546127,172.57697357347723
342,-465.12610978613503,188.08424675320796,10,-410.46066137023683,173.02647666329537
343,-486.2044727663204,266.2873156738877,10,-413.02259790250434,176.5554877944482
344,-556.8655584450637,233.03570914065241,10,-416.40997768570253,177.00865136631012
345,-470.7193851729595,127.86164924200875,10,-418.58279139483625,176.51164758071252
346,-480.5312326152656,185.84151301439164,10,-420.3047335190188,176.78064533725453
347,-397.53743669244477,189.6719289068976,10,-419.89950544801025,177.349083353101
348,-409.46350765272297,138.27455315994308,10,-421.3586615430143,177.21312617377995
349,-389.80180966020356,119.64067193702928,10,-420.13612972027954,173.9033214811229
350,-421.84881949588805,153.30807192499458,10,-420.03299398753285,174.49885135882892
351,-440.27593556819727,177.31224320393753,10,-421.9545422831399,174.8397107681957
352,-340.99542440455184,161.5076620316687,10,-420.6879256713682,174.476767423732
353,-429.72332016777654,110.05790630351986,10,-419.00522924046754,172.44139794068357
354,-469.2945648818025,215.93565157874866,10,-419.8588218070106,175.13956522146484
355,-523.4240001123852,241.0079515115215,10,-421.80973849219356,177.262683339797
356,-419.0854267496594,183.344395165995,10,-422.61732264190084,177.27995793474437
357,-437.799413375784,164.33441575870245,10,-420.3682099325912,175.63707621896225
358,-456.69910238101966,218.90854337409806,10,-420.7560612893317,176.06805712968736
359,-398.36701074745037,153.03509868765812,10,-419.1303540185504,174.2396725730059
360,-394.42633080208236,171.31042648091244,10,-418.98365463143375,174.45140727013876
361,-395.57677221865924,165.7158524248391,10,-420.1140503502052,175.76962487087076
362,-429.01636639569415,150.501608765719,10,-421.0925995065261,176.46715481466418
363,-531.4438757221392,240.53691708386717,10,-424.96464238797694,178.58397980745343
364,-406.2661644301879,170.22800303611248,10,-424.0463834395138,178.1785576817116
365,-428.72312907378046,160.01109893981916,10,-425.23071412267063,178.12966250080473
366,-425.68165152826157,192.72302072152848,10,-426.08306639434204,179.3254097351709
