update,mean,std,count,smooth,smooth_sd
367,-432.47999148456313,194.18959313667906,10,-427.445000428504,179.9296145890396
368,-373.65328958041977,171.3829747696139,10,-427.7981845818317,180.30444606891876
369,-488.73835936971483,229.66768982769628,10,-428.5882001659991,179.43052414177055
370,-492.83723807331626,189.18173535922242,10,-430.10156437348377,180.00871029605082
371,-429.26130148135064,229.27627320200273,10,-429.09690939716455,180.71769106153457
372,-457.0547980149701,229.69046965097903,10,-429.43486626125696,183.24292819185084
373,-343.4611818763212,131.13314813761207,10,-430.3103846009853,182.5874156726185
374,-433.661394471458,147.41078234787682,10,-430.5192975037039,182.3780675851628
375,-431.1291453017423,225.26123858098617,10,-431.5603259166681,183.2049796942526
376,-331.3006115133891,132.10673961330002,10,-429.95205291306115,181.9764582269429
377,-470.34287593954,148.9676740250877,10,-431.7460463558667,181.13424507675202
378,-398.41853927930856,88.35719736325443,10,-430.6978399805495,178.93958939903519
379,-519.9215429747546,152.46189826297174,10,-433.91944778604085,179.0408196623898
380,-444.89283762537434,195.71729202974828,10,-433.7722956446621,179.26423453473402
381,-531.5278962619913,197.2730032807906,10,-435.07491942311447,179.34038689143773
382,-405.6681010452859,177.33670677631582,10,-433.83999825416447,179.40390067572946
383,-409.95036927879465,178.10312871045056,10,-433.5410831016062,179.4995428622295
384,-432.39609169196035,113.4577402124374,10,-432.6611030666443,174.0396654209143
385,-500.4412863451198,146.10273783211952,10,-434.7981590603467,173.29985013735066
386,-397.43457852833967,193.67549360860926,10,-434.56619632782696,175.17593761329158
387,-407.80707881997876,192.66208287385706,10,-435.98520798690123,177.41077389293648
388,-459.03930068915076,253.98754233176788,10,-438.3351374691129,179.6460942629573
389,-512.2833270518001,167.279761038387,10,-438.8929071785041,178.31349348608
390,-431.55590002477203,214.61253349709702,10,-438.5104903870711,180.32370535835722
391,-402.7645003598279,97.15891398361103,10,-438.85836715859347,177.49861610548268
392,-536.1338698018724,241.41619200315247,10,-440.2785223589082,178.5652550104816
393,-382.7282131502192,201.81153789099125,10,-438.20899716658624,177.27573945482368
394,-414.74887513307056,179.50767345435779,10,-435.3666635003463,176.20517874109777
395,-407.75132604414205,192.3972023316004,10,-434.10730231776995,177.49588980288956
396,-530.1588810689689,247.15825175150619,10,-435.09985528684405,178.72222457763186
397,-372.73685488495636,164.82539793692013,10,-434.6038436506943,178.22529395823233
398,-401.35213543811767,149.65379401404434,10,-434.44161620640216,178.45287877531436
399,-365.2595369361236,113.66620023144354,10,-433.9507707519206,178.33338934120266
400,-426.2775874872842,141.80075802282,10,-434.0393461117485,178.1032430631592
401,-482.4600990528702,211.48500708607028,10,-434.88302938144193,178.78669834080185
402,-455.35350597236794,147.93718929362842,10,-437.1701910127984,178.51528888604105
403,-487.80179830519467,165.4550516676171,10,-438.3317605755467,179.623231793323
404,-447.0369798871214,218.93753350618584,10,-437.8866088756531,179.6832694318717
405,-377.49421061623553,223.00804074077618,10,-434.96801308573015,179.32327121645682
406,-476.1225995842278,172.21611018290878,10,-436.1087565424215,179.10070551679507
407,-438.64782129142867,185.32797717840103,10,-436.12572470073445,179.52057674518906
408,-472.1721106201254,182.3870463384591,10,-436.4351848655166,178.79014680447628
409,-492.7552871065485,174.72280685028426,10,-438.3229503926986,179.2239009677288
410,-391.88571795587876,138.1683520394211,10,-438.2721381357746,178.561059478899
411,-441.04217714139577,169.327132279554,10,-439.18144623422927,178.63328507599326
412,-353.5521842290898,176.3948967406941,10,-437.6721625908972,179.15115083549273
413,-504.159156936578,173.57344811973573,10,-437.126468215186,177.81188145621013
414,-435.6056833587087,147.5910030466302,10,-437.7132585937564,177.35914145642047
415,-392.9860071094373,172.84392028296375,10,-436.9985161544695,177.61579788328334
416,-440.5807158456247,138.9073002390487,10,-437.2964974408167,176.53948347363374
417,-474.45441365541467,174.2151773839981,10,-438.13598588423383,176.13999515858012
418,-515.8119019419975,219.71376274503376,10,-440.9791581314654,177.10661091808856
419,-493.41942868750965,200.86807895994562,10,-441.07277951782123,176.53061870073353
420,-381.48151866148726,115.88234823870947,10,-438.8456651295846,175.06463095832325
421,-416.7807520155444,218.6422369482618,10,-438.59605414026845,174.85195023324846
422,-461.356686674516,210.05578491461026,10,-438.68209191345943,174.4592565385211
423,-394.5666586733024,134.5350327946632,10,-439.704201449399,174.52729423166213
424,-456.2788444362842,174.2405477800655,10,-440.15655044869555,175.0638895403059
425,-408.25717618105807,137.01340348768312,10,-439.69911106628183,173.29893283843984
426,-458.12805003992605,238.46114403414907,10,-442.23565983681254,175.4260209268568
427,-501.78454565746705,263.93461924100615,10,-442.8644932311711,177.72535983117515
428,-478.24408231316494,170.28607697794246,10,-444.4610040918482,179.3639374234689
429,-492.32248113922003,229.46966286998347,10,-443.9090228551376,180.90409271560918
430,-478.7305661300994,192.59301007180198,10,-444.5857774252321,180.84160707645023
431,-359.28608546389904,164.58676504098693,10,-441.14094120927024,180.18788231165414
432,-402.1570848253636,241.55644107186012,10,-441.07072088487183,181.47227699756502
433,-476.56272169579336,140.64996213732243,10,-442.4029679332118,180.72321366610245
434,-432.75099833548876,170.27232815345246,10,-442.41006606608244,181.85950542492276
435,-505.4089519429898,188.84009458060996,10,-442.50941937803987,182.7142525598926
436,-415.45641624872826,175.3017677157561,10,-442.8698561324477,182.3467780420355
437,-493.94345191878966,205.33856684315546,10,-444.5925835944239,182.60030772142147
438,-400.01762565194565,171.18544130551558,10,-443.4121500936797,180.94426570089644
439,-362.1740389123315,139.43263694466958,10,-440.4099643308904,180.3873232190221
440,-437.1795780853437,236.48287617838096,10,-440.5224378921017,180.82473007264775
441,-515.2146880297626,238.79854187063148,10,-442.7714416455004,183.6575226303882
442,-412.8620748767694,244.62772276469695,10,-440.30600574699827,183.72175324561908
443,-445.6665452969625,138.75634174778622,10,-441.5647723899332,182.460649322755
444,-488.30951991958136,187.94767383782315,10,-443.03598528566334,182.62944933042434
445,-451.31296686520807,196.247291589888,10,-443.90721810208464,182.70645111559006
446,-473.72053232766996,127.31092577502773,10,-442.7784511272586,180.30950459606046
447,-512.5476906930933,242.62143815400444,10,-445.5746678434212,181.8654254004022
448,-403.6597226122294,200.7218429696558,10,-445.62081958690345,182.88678637951438
449,-451.801733545287,133.16530668377195,10,-447.35166351908674,183.27676850856093
450,-398.491952883351,183.67662012111168,10,-446.79595082700797,184.1142857505268
451,-525.2576623799794,126.00794687942243,10,-447.6519020935503,182.40474454639386
452,-431.9763891871735,127.00489459589812,10,-447.1843597578464,181.9860986524392
453,-389.68785910735215,249.01577559357364,10,-445.22208097388955,183.65731313095839
454,-472.700745678727,184.97729511052046,10,-445.7353562897217,182.9781083630451
455,-458.74156629898545,148.62434384008588,10,-447.36030340337675,181.49043442503128
456,-486.01910636206793,201.11537008533702,10,-447.55823353893356,182.06841962307982
457,-393.7462757006468,143.2692040611805,10,-446.660202627118,181.22724416073538
458,-391.2053163556573,197.62423039300901,10,-445.0408667418285,181.53198784182638
459,-467.6208480612269,198.02297672215704,10,-444.5381779609221,181.99799123926383
460,-385.2957579872199,145.77173280879381,10,-444.406378761549,182.1500588546513
461,-401.33242220999637,134.46338156191803,10,-443.61218366292104,181.4527838402986
462,-438.32756614463204,169.0484481510479,10,-445.30769130123184,181.3058548685057
463,-404.4202349481393,208.30916462222982,10,-443.312912861463,182.00056919855558
464,-380.58883070619447,134.6832932880024,10,-442.2125758084127,181.74241500338303
465,-460.38735332654915,200.93466808601994,10,-443.56060273275494,182.30422995944411
466,-371.408657398652,187.65156834216728,10,-442.17716156381556,183.27911532150648
467,-489.7865666622987,203.72149635737657,10,-442.48380462395335,183.86924170097404
468,-478.12042054877594,178.78910649238605,10,-441.7299749960889,183.0507485759211
469,-420.1732190779885,152.28078068834614,10,-440.2650508038984,182.07900261048914
470,-460.7218814438167,157.1730974317188,10,-441.849858059545,182.90481759434934
471,-393.9663639691297,157.73190425895058,10,-441.39357029861674,181.68661094056307
472,-473.0268264778814,187.01558070945342,10,-441.62697309468405,181.22580685645994
473,-506.25011815177095,200.41497222503176,10,-443.8606422842534,182.5434056450673
474,-436.5067346783841,206.27785477564785,10,-443.46520008909545,183.18415178497892
475,-431.90075788425094,145.9407899354218,10,-443.9380717231592,183.36269951393373
476,-448.71109704024747,226.25318876152514,10,-443.74973266316573,183.11854040848127
477,-386.3739064250525,140.15736989026328,10,-441.44151987851745,180.6429954214664
478,-502.8911037254431,131.153839240049,10,-441.9344603067629,179.86035066670854
479,-455.0068263900786,238.46729499721744,10,-441.18814721178006,180.0403033092532
480,-409.9543250544707,143.47500833526004,10,-439.81262239026734,179.05794327452236
481,-471.55372428403996,190.96992244496818,10,-442.0579751666703,179.58560642260198
482,-368.07946751077196,105.32272101491102,10,-441.37642282037837,176.86093202146301
483,-396.47827632353557,101.29333210302538,10,-439.7747339129333,176.07379942077708
484,-420.74454819399807,121.1493768162009,10,-439.53460491010344,175.09134039403204
485,-442.5120657267279,139.79191280492466,10,-438.2766671857782,174.11037675851833
486,-349.1568005274339,143.48238389340548,10,-436.95067487135236,173.47398908207134
487,-460.15126192157277,195.2753048074327,10,-436.274831071408,173.27272384135682
488,-467.82819279993475,197.9159492170957,10,-437.6310424143678,173.80733399958845
489,-428.7255266972473,131.1878703126519,10,-438.9620721700661,173.64243866694807
490,-520.5420430420551,225.81468733345955,10,-440.62932146920036,173.42907489004963
491,-376.9878449644083,143.95034549291552,10,-437.8647846078933,171.53211096249532
492,-368.67411633297934,130.80772588572307,10,-436.98102543701754,169.25571102491583
493,-487.94640231594497,225.65906162456716,10,-437.8266225773972,170.99376542245147
494,-514.252769068049,151.531434678598,10,-438.3454875603666,170.26544063926696
495,-413.59526339997893,149.09467410259361,10,-437.591133491062,169.3223882895211
496,-487.5229205874978,198.71063660778876,10,-437.8671812562586,170.75038250617632
497,-400.5585830091184,143.47153916249934,10,-435.627399102579,168.76738452634626
498,-467.1997062649907,199.89264266581068,10,-436.89819877563417,168.75080052026934
499,-382.6516223845344,139.67651857567324,10,-435.51519655241924,168.88102475810737
500,-416.21244171285053,229.7581257295543,10,-435.8696063290091,169.80265487027623
501,-437.04677015074867,214.43806503579603,10,-434.10538848442457,171.5712572334037
502,-414.17962842005664,171.20802627477335,10,-433.74945326908215,172.4553198669812
503,-530.0687183671589,279.384624619059,10,-436.55707045427835,173.06269684749088
504,-574.0276643611112,216.12939769791242,10,-438.58360882792607,173.68573889923874
505,-485.3805030645017,94.30951075468103,10,-439.11638756323634,172.59944223753067
506,-487.87550093424113,160.75063412514118,10,-439.1535154546798,171.79214751832674
507,-367.77507411194085,178.89766132969805,10,-438.63409142290567,172.50471666369708
508,-506.86868186875597,169.36979994638702,10,-440.94735873316773,171.93962805476465
509,-470.41122765272377,162.2730554767954,10,-441.00316632499766,171.22462962985736
510,-411.85967561842597,183.82424952030698,10,-441.5344446776218,171.98567996408764
511,-429.3135215384379,167.6520552847587,10,-442.0940666641907,172.64945343854444
512,-444.6627160573581,163.29824785716227,10,-442.2207696624451,172.53444943266675
513,-404.01665379196555,123.63002087033408,10,-442.2126980393217,170.84086655762883
514,-441.02495659781005,175.0486686486638,10,-443.42142055715397,171.64817406484207
515,-451.20563754944607,196.17313113011733,10,-443.2377862416119,171.55294332572396
516,-403.9820793489297,165.00793137639434,10,-443.8892546806175,171.10007058640855
517,-441.9954936950144,146.16875498809816,10,-442.93343322127186,169.94901575902298
518,-460.5448338500595,168.96509706254153,10,-442.58192148729745,169.7525355704261
519,-449.43448488493294,200.3254337974938,10,-443.1671468034363,170.71342863260904
520,-464.29407933089885,89.33211649645278,10,-443.238590761178,169.3566090139037
521,-387.79420432071043,125.36204836065134,10,-443.11514756820964,168.70921189593773
522,-506.23128690556734,213.88504770661038,10,-443.7792367767634,169.2466012358809
523,-400.1909659511355,128.54519654718447,10,-441.6580537327507,167.8092057223239
524,-448.1581204682173,156.69516627422897,10,-441.89108144854725,166.81755195229553
525,-414.098572565981,122.91885411048203,10,-441.5350377421819,166.35711323579676
526,-457.2162868363724,190.86423392639736,10,-441.7051415381044,165.6493341390942
527,-442.91169568213064,198.8269117978783,10,-442.835897323246,166.8227249772465
528,-476.5671465286294,234.6240500085935,10,-442.3094181793097,168.8921291926174
529,-534.9711045339245,215.00655410992871,10,-443.9087037421867,168.42291437487162
530,-426.6288783242233,202.0678907146838,10,-444.2421948075817,169.5947720224601
531,-360.94947470158456,136.40616713997645,10,-442.0301098159326,168.50349691636023
532,-464.2637732078235,144.9203169470936,10,-443.9537959298736,169.29544883500387
533,-429.04318132956297,165.5854097974141,10,-444.60509402999406,170.58129038889166
534,-419.29842328976235,142.47376516944723,10,-444.5761715319093,171.00777815595657
535,-400.67849100700386,159.1761654800214,10,-443.73950003751486,171.39546320945854
536,-432.37812654377393,148.3706625567302,10,-445.40392655784177,171.49322878272505
537,-502.510549167668,166.6950128007351,10,-446.25111230276366,170.92162294259109
538,-409.98331932388874,136.03019661868237,10,-445.09421483324275,169.68390789062283
539,-605.1902740150813,180.72378913123183,10,-448.6235097795993,170.67462626699447
540,-421.6471049209623,152.90494678154545,10,-446.64561101717743,169.21643145595615
541,-421.4198913820918,179.14056894335155,10,-447.53425194553114,169.92023592496483
542,-425.75002083963983,199.4897509228051,10,-448.6757700356644,171.2938764257065
543,-368.0473664708657,207.6563710594696,10,-446.27778931876276,170.93382261440453
544,-424.1610210781403,175.99779407706242,10,-444.4759543589646,171.4231498023738
545,-382.6928414353564,138.91606762363892,10,-443.85790591967213,171.21957767279474
546,-382.51960053136816,164.65359394030082,10,-441.7578395185496,170.53843681944497
547,-463.65160226615956,126.3496796912643,10,-443.0196999036905,170.19599963002028
548,-402.7201940172074,90.79135180644639,10,-441.7301096587348,168.01397381283303
549,-367.9611599426251,153.385982479261,10,-441.4363004098965,168.28816309090473
550,-412.9011313950408,194.10836766967765,10,-441.3700742035403,167.5751679297072
551,-480.92068191610895,215.82019158093144,10,-442.24755243884744,167.6028104606099
552,-430.2439683477857,222.37641639533794,10,-442.5688392374021,168.62617826302122
553,-419.1354714497963,127.76790615255977,10,-440.35017429905486,165.59384389369123
554,-415.26923056062344,125.43418220451414,10,-437.1750056230452,163.77993958382328
555,-530.4222229862182,273.66658360013787,10,-438.07584002147945,167.36708104073242
556,-494.5592558516597,145.6150465319591,10,-438.20951511982787,167.06436928886876
557,-420.5229064751434,145.72400251978692,10,-439.26447176709183,166.40089611267052
558,-525.7700270910238,185.76256722087712,10,-439.64249867153717,166.72875145816033
559,-439.860172556034,170.73800315740698,10,-439.0314775696034,166.89805041177257
560,-501.85539552157127,160.2860602307867,10,-440.8313919676664,166.42728662598216
561,-397.266481829936,126.63242345875645,10,-440.1904511734963,165.60689398946212
562,-412.3395875441723,244.0753224926569,10,-439.5439886032325,167.22243548217202
563,-450.32994446883123,183.44047196948858,10,-440.4702544167698,168.41864450415508
564,-530.9193397932636,195.7974961112618,10,-442.26814208067896,168.83362105340703
565,-520.2903678535437,228.44560187586995,10,-443.6498366867609,169.4790704683221
566,-409.92926700871897,104.64170120819183,10,-443.76878043995663,168.27174586495804
567,-435.3251612704709,171.58799358077567,10,-443.6353737914658,168.78013063681158
568,-459.208453760245,162.69301027694624,10,-443.6086461896695,168.6546889010997
569,-532.3317891688661,131.25329077005955,10,-445.2665922753482,167.27324604055102
570,-411.0516753668702,128.43423210875122,10,-444.2017441960677,168.05528835279702
571,-342.4619990159264,154.74051819798814,10,-443.29510008997204,168.64285774954377
572,-453.62933318713715,177.97676193593523,10,-442.2430610156035,167.92469203413023
573,-498.1525872597167,180.05381457570886,10,-444.2022934417751,168.95486439470073
574,-506.92485074286606,163.49157399574375,10,-445.3776280472681,169.09079254913104
575,-570.3229082578686,125.54336611991347,10,-448.50211476110593,169.14328278931967
576,-401.634953812038,139.82553604444425,10,-447.3904881006191,168.12250883168062
577,-486.065358448806,98.75185110676493,10,-448.2535613559526,166.12100761785834
578,-467.1202714976624,222.08364576271674,10,-448.0646238553332,165.87019953294086
579,-503.2602169130302,184.24779228631323,10,-447.43040610291536,165.25502429646855
580,-417.38978077135334,135.0212666106854,10,-447.245624151858,163.91409181438857
581,-584.1515942254794,211.07226762562212,10,-451.7096665423359,165.4074138241015
582,-494.217771823518,176.5902443734308,10,-452.3087465146498,166.0408123726282
583,-507.2445430253726,179.17137704506112,10,-453.87277374856586,166.31253171758115
584,-490.44873454342144,193.48810343473184,10,-455.2957799736391,167.33281848288684
585,-483.1521536038496,155.73648141749555,10,-456.9452532255759,167.26402480163634
586,-509.5287031707039,253.29969172445564,10,-458.4882647581146,169.36260538499084
587,-411.5752612799506,177.65062640295275,10,-456.66955900036027,169.5817176570352
588,-386.3607720352212,154.66341294391412,10,-456.19710805458686,169.95438198353978
589,-408.95812068432303,236.70296671187677,10,-452.2724649879718,171.07396553515272
590,-449.5701607605568,255.67462378613962,10,-452.8309261047635,173.12935907524457
591,-547.7735549072753,294.06351273502816,10,-455.35799937526724,175.4278179510781
592,-503.570704928155,265.2222265167648,10,-456.9144130570376,176.7424674629573
593,-446.7567770532527,181.88370056999486,10,-458.4886012686852,176.22701405316784
594,-526.4942745876275,200.46838985288093,10,-460.53526633887503,176.71642596868415
595,-501.60474145154296,193.608551980939,10,-462.9135043391987,177.81027565583017
596,-538.1514745853351,155.11677632617042,10,-466.02614182027804,177.61953930354758
597,-560.1359535756167,212.18802440888595,10,-467.95582884646717,179.33630619789997
598,-375.11299787739733,168.34170160074157,10,-467.40368492367094,180.88731319378593
599,-432.1800176890409,118.61869363531076,10,-468.6880620785993,180.19196741690695
600,-500.6475205609614,144.84457006466022,10,-470.4429898619177,179.2066914648066
601,-332.46796881938997,136.40455776471813,10,-467.4739355999833,177.6183787884823
602,-494.3711392259602,100.10137214203307,10,-468.7564790175468,175.17287790341624
603,-427.3019201642425,155.24917191529985,10,-468.9198079918357,175.72250321867102
604,-492.3591240643997,132.60862275927002,10,-470.4616058619112,175.86599202976612
605,-393.66045877353855,158.75138563530888,10,-467.72637057765763,173.56768807046953
606,-537.1198403508057,241.10701506074855,10,-468.57758226764054,175.4775274410453
607,-479.46627010021746,242.13096681210783,10,-469.756449540142,177.40566672689172
608,-424.29352170301115,203.32828967113844,10,-467.72691943238175,177.75698117589698
609,-521.2963600872615,193.13607184728167,10,-469.35564318300624,178.2049425496945
610,-417.8440931332742,86.36274401439083,10,-467.67541713524025,176.72647622536658
611,-448.93109885091536,186.7328951607496,10,-468.70870947565993,177.9284856594064
612,-430.5097518371005,145.97423614898315,10,-469.0721127615186,175.96646393253286
613,-508.43394106283597,151.2075309307225,10,-470.2341926933986,175.32180511175753
614,-397.01333522957424,157.84698282399313,10,-467.55607260212486,174.5627948460122
615,-509.0362989231027,284.50946715388943,10,-467.3309912235161,175.68407215157262
616,-593.0670262319193,215.61464596925754,10,-470.9937464079801,177.90353104679386
617,-469.4424224249723,208.13706955011511,10,-471.67609163107,178.63451256618072
618,-632.5964017758456,280.5310818010304,10,-475.143850591382,180.99127399666241
619,-487.88261497193633,143.46315405522256,10,-474.25486710744343,181.23547126236568
620,-496.7763580959876,101.03363123487685,10,-475.9693607620258,180.6874592448882
621,-395.97343033126214,129.72509711729418,10,-477.03958938833244,180.18715082327427
622,-473.21129854119306,198.63504689325524,10,-477.4312286954136,180.60031652242068
623,-443.93049375291076,220.40707434338532,10,-476.3467868252776,181.40738171777426
624,-440.99245420488097,132.3062485142728,10,-475.02813889451784,180.78367520814484
625,-409.7356294274715,109.93452443946408,10,-471.8163933179099,180.47149837453588
626,-486.93370267416077,157.12055250559678,10,-473.52236829515226,180.81739870375893
627,-537.4734318941462,213.30635371373836,10,-474.5505297640591,183.1084887558984
628,-602.4405141396113,207.97498729055462,10,-477.25693461689815,182.82631558645514
629,-509.76593625168,133.37589519286138,10,-477.38704900367105,181.8088776445861
630,-515.9273799363573,98.88667601234022,10,-479.3578009869712,181.08618583261915
631,-462.528269709601,209.50700062508025,10,-476.92533449665365,181.05488049260828
632,-598.4952360614507,145.82771726049384,10,-479.01088378141236,180.43962995034954
633,-462.95237321426094,189.6640718788152,10,-478.1250403851902,180.64948384702467
634,-501.2004238886895,157.63167257391328,10,-478.34007417209557,179.9323552298083
635,-447.3638690234808,182.70851010024316,10,-477.6243084804882,180.4717958034632
636,-517.7135060239766,187.02287526183434,10,-477.7880045375537,179.14625947421078
637,-491.33419045454656,180.18148986742088,10,-479.38318312104553,179.19687674350016
638,-487.5679031994923,130.46123725754668,10,-481.40732574433093,178.7128332297728
639,-562.1427404139571,213.53492259004878,10,-484.4710181389237,178.24947234733622
640,-575.2644718379736,284.81367861643946,10,-486.98490436047206,178.83225344394222
641,-373.2901069879532,161.51439798475647,10,-483.4952354020856,176.1812711489368
642,-530.8440618041659,234.70016801364767,10,-484.04070253960583,175.57082997887446
643,-468.46268688272886,155.81473346184887,10,-484.47482073619534,175.04945063671155
644,-474.49054557392276,155.67841193946566,10,-483.4347461559213,174.15365107844326
645,-408.90760790727916,145.9649302112768,10,-481.5808034850361,173.20077864305003
646,-565.4386652736878,257.94729306428883,10,-482.12654729880296,175.25738897781238
647,-525.2318086549345,124.67976511649448,10,-481.42846440038943,173.50722379196458
648,-525.9529812550924,278.0617017270712,10,-484.44526406794336,175.70162379449113
649,-524.8455622427781,91.68377342923964,10,-486.298574959018,175.1629253903697
650,-481.31394700816566,184.08451029873964,10,-485.9119034879621,175.9477241950513
651,-535.0309449404643,192.88461574423815,10,-489.9631630103835,177.07732535464172
652,-473.3043122510229,115.42092384000901,10,-489.54182647088487,177.38371638860127
653,-522.367720916238,297.9077721994921,10,-491.4431424859247,180.23688839428513
654,-439.6608661007999,174.14781723651657,10,-490.38917732665277,181.06767228383003
655,-523.6281965433848,165.88780291658534,10,-492.98853208204963,181.21040062945553
656,-554.7446822509464,156.20080380926103,10,-493.3410289200525,179.51227640442582
657,-394.6335572230641,118.3589311985483,10,-491.64437466250945,177.03683569215463
658,-485.0951402388757,127.41724804498736,10,-492.86040703322675,175.51861485963155
659,-400.64292935371134,203.7401502843289,10,-490.4473384185557,175.73069642837254
660,-465.7562828419897,134.11823532271967,10,-491.40558221273005,176.68580625453913
661,-431.0044264824343,137.87963010018413,10,-491.04704876536033,175.7087409533278
662,-538.419826192059,117.62785361081903,10,-493.2052502524595,175.1418133025645
663,-546.2972700902276,167.89866668589158,10,-493.9625168330073,175.47563601766782
664,-487.68445232828634,106.46868655742429,10,-495.77593917498154,174.44807009233645
665,-448.8188566879404,207.40214383277123,10,-494.57159033027835,172.9059236259141
666,-514.3415475477707,183.1471083052967,10,-492.9970807565954,172.2565728726349
667,-462.1698303607679,234.64130278891287,10,-492.8516289153112,172.78665753741086
668,-514.2751722581581,151.23883518216311,10,-490.4852043249575,170.2008126050335
669,-446.9548287701158,180.5525635966106,10,-489.666648600921,170.94260079586127
670,-526.5458764761315,277.195770936361,10,-490.26203896852394,174.46584358989097
671,-501.68753800677086,165.5913548878515,10,-492.3763211220341,175.1831687453021
672,-327.380388498936,80.96613810517414,10,-489.45970292118903,172.82979056954042
673,-418.4096074461795,136.45871112903086,10,-488.94928519505424,171.15082330525337
674,-467.19247314776476,196.7840800263772,10,-489.473285573912,172.44037993549543
675,-520.9400920899083,234.84299246705723,10,-491.69737482716073,174.93854929604728
676,-411.75420984493473,168.72719176150437,10,-490.1937849705763,175.1706820811655
677,-496.4438489266942,237.57831254395472,10,-489.3731933112272,175.6561212577698
678,-474.7660453420334,211.98615609051623,10,-486.8197039352756,175.73634463376905
679,-445.10963701474503,125.53384406299479,10,-485.52657795053693,175.5795036111717
680,-502.2637962898665,257.5100174062716,10,-485.2533062776071,178.75197043905035
681,-381.4568483842707,124.95534199201052,10,-483.63187785110057,177.06093726638898
682,-462.6154523800527,151.62751277343398,10,-480.91428217747256,177.17693317664776
683,-519.061223175771,260.82844688377855,10,-482.03645917670286,178.60022067674706
684,-398.7526681825258,157.75191922254473,10,-479.9875040625795,178.6026256097197
685,-468.4448093931005,172.85602078037846,10,-480.4091228699719,178.4055758233224
686,-455.0463517475312,101.82984982258131,10,-479.1557797844431,176.70171531453732
687,-482.2016480100623,204.19380435832005,10,-478.9731289355534,177.1819616043553
688,-522.8401282999941,252.33399310589115,10,-479.6785734375634,179.61941672132218
689,-575.7276808366516,284.36082199545484,10,-479.95027224601733,181.03593470943034
690,-406.7336546007694,101.76269041476421,10,-476.5796559012732,177.37491494539682
691,-471.71321657993775,203.3274159625123,10,-478.5481180931128,178.21117530495195
692,-498.10974913386235,214.22080583855168,10,-477.89343183970675,177.80158806145
693,-567.598162519419,283.143610163874,10,-479.8761413524406,180.3481655954905
694,-467.91058126574825,219.59060598888834,10,-479.7445420662771,181.62640947647895
695,-382.25586913006214,228.67145849425137,10,-479.2115072907327,183.28054004213843
696,-459.5537291100658,164.5984111791343,10,-477.0938085674603,181.41356240443537
697,-501.76320044372443,216.66880444082378,10,-476.62443640323613,183.25334319092195
698,-492.8795739643032,175.5295261831664,10,-475.96296825742036,181.20269968004388
699,-423.50816266261046,162.45616922570912,10,-473.9362202658169,182.61814759597328
700,-514.9427804391657,174.48968183613022,10,-474.60879693443695,182.42625102672108
701,-538.6261489674697,260.895838832854,10,-474.68070101497705,183.78647548849338
702,-522.2205309036033,178.90585952899949,10,-475.6590253880287,185.05617420227318
703,-384.6830487766376,110.67502625255405,10,-472.9053319452367,181.3115192833344
704,-433.6889064863841,152.04052261886764,10,-472.78589275294837,180.86937339098142
705,-451.4019237496806,218.57353081156288,10,-471.34136729707427,181.923087948881
706,-574.9499650290174,296.417557832114,10,-471.7454729526357,184.72742302933807
707,-487.8183834372618,219.7210299035833,10,-473.60916947691953,186.75466500343876
708,-445.84907543629845,204.21607559893474,10,-472.82424818086804,188.2906415545177
709,-537.0154512334082,211.57877354379747,10,-475.55169861846196,188.44741401970703
710,-482.32534342310646,154.9658785290497,10,-475.88307983008434,188.86436688383367
711,-541.7276054596126,195.08181930435725,10,-478.0975434096279,190.00841066791716
712,-472.4684835600763,238.3588283068913,10,-476.77851655698817,192.42303016183862
713,-516.9362775519123,207.90442317227615,10,-476.1912967062219,193.2231452915663
714,-525.9866159929463,111.63365125864475,10,-476.95733997951504,193.32644458559068
715,-479.7599843640426,122.49879454077927,10,-477.57616253303706,191.62837759975085
716,-503.44522111443166,235.93957998159794,10,-477.3582360043703,192.68422703327687
717,-607.0281267687491,210.46666991641177,10,-480.25540193252994,192.20073437582684
718,-543.878543262781,189.00343110213228,10,-480.84746935262234,192.95602629422618
719,-419.1115725552296,141.00237523962141,10,-480.29060422832475,192.1650225270864
720,-518.0446309843261,182.8314298704525,10,-480.1205793184887,190.27773570576818
721,-640.1498496928397,232.3781317603956,10,-482.88982555221,191.61347124321907
722,-481.67296355842336,210.4279280769158,10,-485.9756770533997,194.20270704265388
723,-470.63097613745356,178.02986828451117,10,-487.02010442722525,195.03413018576353
724,-376.68311225263705,145.87333514031693,10,-485.2099172093227,194.01591528804235
725,-521.8495480032932,311.48400901936475,10,-485.2281063275905,195.54873561908846
726,-570.2128791928328,225.91666201667664,10,-488.3972797145485,196.69252502419192
727,-547.1333971964656,148.79342942007267,10,-489.411070679944,194.91682736171433
728,-477.98035184193066,191.69158106254653,10,-489.47535680994196,194.51093586115496
729,-410.50255434261743,144.5532725898206,10,-488.78321515649935,194.89132443169154
730,-564.1821216459678,178.350430053614,10,-490.0215816636214,193.30813268463837
731,-509.1990831252024,183.6927483325637,10,-492.5764263584401,194.48288081144943
732,-439.185114795745,218.92598820684012,10,-492.1078196067538,195.82885032011754
733,-469.39983249508543,193.00967811712903,10,-491.1145917931401,194.47247494478452
734,-411.559961635346,141.5293985741157,10,-491.3707376621966,194.14802453181593
735,-658.8739360910865,265.6933264942895,10,-495.1793201961563,196.00477064609416
